Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,5,1,     1.4,     0.6,     0.6,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2021,5,2,     0.0,     0.0,     0.0,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2021,5,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,4,     5.8,     5.4,     5.4,     5.8,-,-,-,-,-
Choa Chu Kang (Central),2021,5,5,    41.0,    13.8,    25.8,    36.6,-,-,-,-,-
Choa Chu Kang (Central),2021,5,6,     1.8,     0.8,     1.2,     1.8,-,-,-,-,-
Choa Chu Kang (Central),2021,5,7,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,5,8,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,5,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,12,     1.4,     0.8,     1.0,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,13,     9.0,     8.4,     9.0,     9.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,14,     1.6,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,5,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,17,    26.8,    17.2,    20.0,    20.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,18,    16.2,    15.0,    25.2,    27.4,-,-,-,-,-
Choa Chu Kang (Central),2021,5,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,21,    14.4,    12.0,    13.8,    14.2,-,-,-,-,-
Choa Chu Kang (Central),2021,5,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,27,    20.8,    20.6,    20.8,    20.8,-,-,-,-,-
Choa Chu Kang (Central),2021,5,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,5,31,    39.0,    29.2,    37.0,    38.8,-,-,-,-,-
