Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2021,12,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,2,    23.0,    18.4,    18.8,    19.2,-,-,-,-,-
Punggol,2021,12,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,10,    11.2,     3.4,     5.0,     7.6,-,-,-,-,-
Punggol,2021,12,11,    15.2,    13.2,    13.4,    13.8,-,-,-,-,-
Punggol,2021,12,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,15,     1.8,     1.8,     1.8,     1.8,-,-,-,-,-
Punggol,2021,12,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,17,    15.2,     5.6,     7.2,    10.8,-,-,-,-,-
Punggol,2021,12,18,    66.6,    55.8,    65.0,    65.4,-,-,-,-,-
Punggol,2021,12,19,    18.0,     9.6,    13.4,    15.8,-,-,-,-,-
Punggol,2021,12,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,21,     5.0,     5.0,     5.0,     5.0,-,-,-,-,-
Punggol,2021,12,22,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2021,12,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,24,     4.8,     2.6,     2.6,     4.6,-,-,-,-,-
Punggol,2021,12,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,29,     4.0,     2.8,     3.0,     4.0,-,-,-,-,-
Punggol,2021,12,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,12,31,    52.2,    21.2,    24.6,    27.0,-,-,-,-,-
