Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,9,1,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,9,2,    42.4,    16.4,    22.8,    34.8,-,-,-,-,-
Choa Chu Kang (Central),2021,9,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,4,    28.8,    18.0,    25.4,    28.4,-,-,-,-,-
Choa Chu Kang (Central),2021,9,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,6,    55.4,    48.8,    54.6,    55.4,-,-,-,-,-
Choa Chu Kang (Central),2021,9,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,8,     1.4,     0.8,     0.8,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,9,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,10,    24.4,    14.4,    20.2,    23.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,13,     4.0,     2.4,     3.4,     3.6,-,-,-,-,-
Choa Chu Kang (Central),2021,9,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,19,    71.8,    20.8,    33.8,    34.8,-,-,-,-,-
Choa Chu Kang (Central),2021,9,20,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,9,21,    25.0,    19.6,    20.6,    20.6,-,-,-,-,-
Choa Chu Kang (Central),2021,9,22,    22.0,    14.8,    20.8,    21.8,-,-,-,-,-
Choa Chu Kang (Central),2021,9,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,24,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,26,     6.2,     5.2,     5.2,     6.0,-,-,-,-,-
Choa Chu Kang (Central),2021,9,27,    10.6,     5.8,     7.6,     8.2,-,-,-,-,-
Choa Chu Kang (Central),2021,9,28,     1.4,     0.8,     1.0,     1.4,-,-,-,-,-
Choa Chu Kang (Central),2021,9,29,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2021,9,30,    19.0,     7.0,    10.0,    12.8,-,-,-,-,-
