Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2022,9,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,2,    35.8,    20.6,    24.6,    24.6,-,-,-,-,-
Punggol,2022,9,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,4,    20.6,    18.0,    19.8,    20.0,-,-,-,-,-
Punggol,2022,9,5,     0.0,     0.0,     0.0,     0.2,-,-,-,-,-
Punggol,2022,9,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,7,     1.2,     0.6,     0.6,     0.8,-,-,-,-,-
Punggol,2022,9,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,9,    30.2,    18.0,    20.6,    27.2,-,-,-,-,-
Punggol,2022,9,10,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Punggol,2022,9,11,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,9,12,     0.0,     0.0,     0.0,     0.2,-,-,-,-,-
Punggol,2022,9,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,18,    64.2,    22.0,    30.0,    49.8,-,-,-,-,-
Punggol,2022,9,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,20,     4.6,     4.0,     4.2,     4.6,-,-,-,-,-
Punggol,2022,9,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,22,    13.8,     5.6,     9.6,    12.2,-,-,-,-,-
Punggol,2022,9,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,24,     6.6,     5.8,     6.6,     6.6,-,-,-,-,-
Punggol,2022,9,25,    30.8,    10.2,    13.0,    21.4,-,-,-,-,-
Punggol,2022,9,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,9,28,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,9,29,    14.2,    10.4,    13.6,    14.2,-,-,-,-,-
Punggol,2022,9,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
