Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,1,1,    17.2,     7.8,     9.6,    10.0,-,-,-,-,-
Simei,2022,1,2,    48.4,     5.8,    10.0,    15.4,-,-,-,-,-
Simei,2022,1,3,     2.0,     1.0,     1.0,     1.2,-,-,-,-,-
Simei,2022,1,4,     9.4,     7.0,     7.8,     7.8,-,-,-,-,-
Simei,2022,1,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,19,     2.0,     1.0,     1.6,     1.6,-,-,-,-,-
Simei,2022,1,20,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2022,1,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,1,30,    13.8,    12.4,    13.8,    13.8,-,-,-,-,-
Simei,2022,1,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
