Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2021,7,1,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Punggol,2021,7,2,    11.8,    11.6,    11.8,    11.8,-,-,-,-,-
Punggol,2021,7,3,     6.0,     5.2,     5.8,     5.8,-,-,-,-,-
Punggol,2021,7,4,     4.2,     1.2,     2.0,     3.2,-,-,-,-,-
Punggol,2021,7,5,     2.4,     2.0,     2.4,     2.4,-,-,-,-,-
Punggol,2021,7,6,     1.2,     1.0,     1.0,     1.0,-,-,-,-,-
Punggol,2021,7,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,9,     3.2,     3.2,     3.2,     3.2,-,-,-,-,-
Punggol,2021,7,10,     9.6,     2.8,     4.8,     6.8,-,-,-,-,-
Punggol,2021,7,11,    12.8,     7.2,     8.6,     8.6,-,-,-,-,-
Punggol,2021,7,12,    83.6,    45.8,    75.0,    79.8,-,-,-,-,-
Punggol,2021,7,13,    88.2,    34.0,    45.8,    58.8,-,-,-,-,-
Punggol,2021,7,14,     0.8,     0.2,     0.2,     0.4,-,-,-,-,-
Punggol,2021,7,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,23,     3.0,     2.0,     2.0,     2.0,-,-,-,-,-
Punggol,2021,7,24,     0.0,     0.0,     0.0,     0.4,-,-,-,-,-
Punggol,2021,7,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2021,7,31,    13.0,     8.4,    12.8,    13.0,-,-,-,-,-
