Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,10,1,    29.4,    11.6,    16.6,    20.4,-,-,-,-,-
Choa Chu Kang (Central),2021,10,2,     2.6,     2.0,     2.0,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2021,10,3,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,10,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,10,    10.6,     8.4,    10.4,    10.4,-,-,-,-,-
Choa Chu Kang (Central),2021,10,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,13,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,10,14,     0.0,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,10,15,    11.2,    10.6,    11.0,    11.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,16,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,10,17,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,10,18,     4.8,     4.4,     4.8,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2021,10,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,20,    15.2,     8.2,    10.4,    10.6,-,-,-,-,-
Choa Chu Kang (Central),2021,10,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,22,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,10,23,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,10,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,27,    10.8,     5.4,     9.0,    10.8,-,-,-,-,-
Choa Chu Kang (Central),2021,10,28,    31.2,    24.6,    31.0,    31.2,-,-,-,-,-
Choa Chu Kang (Central),2021,10,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,10,30,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2021,10,31,    35.2,    21.0,    24.6,    25.8,-,-,-,-,-
