Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,10,1,    35.4,    33.0,    35.2,    35.2,-,-,-,-,-
Simei,2022,10,2,    29.0,    12.0,    12.8,    13.4,-,-,-,-,-
Simei,2022,10,3,    11.2,     5.4,    10.0,    10.8,-,-,-,-,-
Simei,2022,10,4,     1.0,     0.8,     1.0,     1.0,-,-,-,-,-
Simei,2022,10,5,    30.2,    22.4,    28.0,    29.8,-,-,-,-,-
Simei,2022,10,6,     3.6,     2.6,     3.6,     3.6,-,-,-,-,-
Simei,2022,10,7,    23.6,    19.0,    20.6,    20.8,-,-,-,-,-
Simei,2022,10,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,9,     0.6,     0.4,     0.4,     0.6,-,-,-,-,-
Simei,2022,10,10,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,10,11,     4.8,     2.8,     4.2,     4.8,-,-,-,-,-
Simei,2022,10,12,     2.2,     1.2,     1.4,     1.4,-,-,-,-,-
Simei,2022,10,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,14,     1.4,     1.4,     1.4,     1.4,-,-,-,-,-
Simei,2022,10,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,16,    22.2,     6.2,     7.4,    10.4,-,-,-,-,-
Simei,2022,10,17,     9.6,     5.4,     7.2,     8.8,-,-,-,-,-
Simei,2022,10,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,21,    12.4,     4.8,     7.8,    10.4,-,-,-,-,-
Simei,2022,10,22,    19.0,    12.8,    15.4,    15.4,-,-,-,-,-
Simei,2022,10,23,     0.2,     0.2,     0.2,     0.4,-,-,-,-,-
Simei,2022,10,24,     1.2,     0.4,     0.6,     1.0,-,-,-,-,-
Simei,2022,10,25,    57.4,    43.6,    55.0,    57.2,-,-,-,-,-
Simei,2022,10,26,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,10,27,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2022,10,28,     4.0,     2.5,     2.5,     2.5,-,-,-,-,-
Simei,2022,10,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,10,30,    54.0,    29.5,    31.0,    51.0,-,-,-,-,-
Simei,2022,10,31,    15.0,    16.5,    26.5,    44.5,-,-,-,-,-
