Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,6,1,     2.2,     2.0,     2.2,     2.2,-,-,-,-,-
Choa Chu Kang (Central),2021,6,2,    16.2,    16.0,    16.2,    16.2,-,-,-,-,-
Choa Chu Kang (Central),2021,6,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,4,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,6,5,     0.8,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,6,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,10,    11.8,    10.0,    11.6,    11.8,-,-,-,-,-
Choa Chu Kang (Central),2021,6,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,12,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,13,     3.6,     1.8,     2.8,     3.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,14,    28.8,    17.6,    23.4,    28.8,-,-,-,-,-
Choa Chu Kang (Central),2021,6,15,    44.0,    28.2,    39.6,    43.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,16,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,6,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,18,    17.2,     5.4,     7.8,    10.8,-,-,-,-,-
Choa Chu Kang (Central),2021,6,19,     6.4,     4.8,     5.2,     5.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,20,    12.6,     7.8,     8.2,    10.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,21,     0.0,     0.0,     0.0,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,22,     1.6,     1.2,     1.6,     1.6,-,-,-,-,-
Choa Chu Kang (Central),2021,6,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,24,     1.8,     0.6,     1.2,     1.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,25,     1.4,     1.0,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,6,26,    13.8,    11.6,    13.2,    13.6,-,-,-,-,-
Choa Chu Kang (Central),2021,6,27,    10.0,     7.4,     7.6,     9.6,-,-,-,-,-
Choa Chu Kang (Central),2021,6,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,6,29,    28.0,     9.8,    11.8,    12.4,-,-,-,-,-
Choa Chu Kang (Central),2021,6,30,     0.0,     0.2,     0.4,    12.0,-,-,-,-,-
