Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,3,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,6,     3.6,     3.0,     3.4,     3.6,-,-,-,-,-
Choa Chu Kang (Central),2021,3,7,    39.2,    19.6,    28.4,    35.4,-,-,-,-,-
Choa Chu Kang (Central),2021,3,8,     9.8,     9.8,     9.8,     9.8,-,-,-,-,-
Choa Chu Kang (Central),2021,3,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,12,    32.2,    21.0,    21.0,    21.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,13,    18.2,     8.8,    17.2,    18.2,-,-,-,-,-
Choa Chu Kang (Central),2021,3,14,     5.0,     4.6,     4.6,     4.6,-,-,-,-,-
Choa Chu Kang (Central),2021,3,15,     1.6,     1.4,     1.4,     1.6,-,-,-,-,-
Choa Chu Kang (Central),2021,3,16,     0.4,     0.2,     0.2,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,3,17,    38.2,    30.2,    36.0,    36.2,-,-,-,-,-
Choa Chu Kang (Central),2021,3,18,    48.8,    38.2,    45.0,    48.8,-,-,-,-,-
Choa Chu Kang (Central),2021,3,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,20,     1.8,     1.4,     1.8,     1.8,-,-,-,-,-
Choa Chu Kang (Central),2021,3,21,    24.8,    24.2,    24.6,    24.8,-,-,-,-,-
Choa Chu Kang (Central),2021,3,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,23,    49.6,    20.6,    31.2,    38.8,-,-,-,-,-
Choa Chu Kang (Central),2021,3,24,    11.8,     6.0,     6.2,     6.4,-,-,-,-,-
Choa Chu Kang (Central),2021,3,25,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,3,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,27,     2.4,     1.8,     2.0,     2.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,28,    20.6,    16.2,    20.4,    20.6,-,-,-,-,-
Choa Chu Kang (Central),2021,3,29,    53.6,    36.6,    42.8,    44.2,-,-,-,-,-
Choa Chu Kang (Central),2021,3,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,3,31,    16.0,     6.4,    10.2,    15.0,-,-,-,-,-
