Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,7,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,2,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,7,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,4,     5.0,     4.6,     5.0,     5.0,-,-,-,-,-
Simei,2022,7,5,     6.2,     3.0,     3.0,     3.0,-,-,-,-,-
Simei,2022,7,6,     0.0,     0.0,     0.2,     0.2,-,-,-,-,-
Simei,2022,7,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,8,     2.6,     1.8,     2.0,     2.4,-,-,-,-,-
Simei,2022,7,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,10,     3.8,     3.4,     3.8,     3.8,-,-,-,-,-
Simei,2022,7,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,14,    15.0,    14.2,    14.8,    14.8,-,-,-,-,-
Simei,2022,7,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,20,    27.8,    16.0,    21.6,    22.0,-,-,-,-,-
Simei,2022,7,21,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,7,22,    16.0,     8.2,    15.0,    16.0,-,-,-,-,-
Simei,2022,7,23,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,7,24,    26.8,    26.4,    26.4,    26.4,-,-,-,-,-
Simei,2022,7,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,26,     4.8,     1.2,     1.8,     2.8,-,-,-,-,-
Simei,2022,7,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,7,28,     8.2,     5.8,     5.8,     8.2,-,-,-,-,-
Simei,2022,7,29,    12.4,     5.2,     5.4,     5.4,-,-,-,-,-
Simei,2022,7,30,     0.0,     0.0,     0.0,     0.6,-,-,-,-,-
Simei,2022,7,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
