Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2022,12,1,     0.6,     0.6,     0.6,     0.6,    26.8,    31.9,    24.9,     5.5,    29.1
Marina Barrage,2022,12,2,     0.8,     0.8,     0.8,     0.8,    27.1,    30.4,    25.4,     6.6,    23.0
Marina Barrage,2022,12,3,     9.2,     7.4,     8.6,     9.2,    27.6,    31.5,    23.4,     7.3,    29.8
Marina Barrage,2022,12,4,     5.4,     4.2,     5.0,     5.0,    28.0,    32.2,    24.6,     5.1,    27.8
Marina Barrage,2022,12,5,     9.0,     7.6,     8.4,     9.0,    27.4,    32.2,    25.6,     3.7,    20.2
Marina Barrage,2022,12,6,    16.4,    16.2,    16.2,    16.2,    27.4,    32.8,    23.8,     4.8,    39.3
Marina Barrage,2022,12,7,     1.6,     1.2,     1.4,     1.6,    27.7,    32.9,    25.8,     5.6,    20.6
Marina Barrage,2022,12,8,     4.0,     2.0,     2.4,     2.8,    26.7,    30.2,    24.8,     7.3,    28.5
Marina Barrage,2022,12,9,     2.2,     1.6,     1.8,     2.0,    26.6,    29.2,    24.7,     6.0,    19.1
Marina Barrage,2022,12,10,     0.4,     0.4,     0.4,     0.4,    27.1,    30.3,    24.7,     5.0,    16.9
Marina Barrage,2022,12,11,    61.2,    26.0,    27.0,    42.0,    25.8,    27.6,    23.4,     6.0,    59.8
Marina Barrage,2022,12,12,     0.2,     0.2,     0.2,     0.2,    27.1,    30.2,    24.5,     4.4,    17.2
Marina Barrage,2022,12,13,     9.2,     4.4,     4.6,     4.6,    26.4,    32.2,    24.8,     8.2,    75.9
Marina Barrage,2022,12,14,     0.2,     0.2,     0.2,     0.2,    26.0,    27.2,    25.1,     9.9,    31.3
Marina Barrage,2022,12,15,     6.0,     1.0,     1.8,     2.8,    26.1,    28.2,    24.6,     7.0,    20.9
Marina Barrage,2022,12,16,     3.4,     1.6,     2.4,     3.4,    27.4,    32.5,    24.8,     6.7,    30.2
Marina Barrage,2022,12,17,    39.0,    19.4,    31.6,    38.6,    27.1,    33.1,    24.7,     6.1,    59.4
Marina Barrage,2022,12,18,     0.0,     0.0,     0.0,     0.0,    27.6,    33.2,    25.4,     6.8,    25.2
Marina Barrage,2022,12,19,     0.0,     0.0,     0.0,     0.0,    26.7,    28.5,    25.7,     7.4,    25.6
Marina Barrage,2022,12,20,    18.2,    13.8,    14.4,    17.4,    26.5,    32.1,    24.4,     7.6,    32.4
Marina Barrage,2022,12,21,     0.2,     0.2,     0.2,     0.2,    27.7,    32.3,    24.7,     7.4,    23.0
Marina Barrage,2022,12,22,     0.8,     0.6,     0.6,     0.6,    26.6,    29.1,    25.4,    10.0,    27.4
Marina Barrage,2022,12,23,     0.6,     0.6,     0.6,     0.6,    26.6,    30.3,    24.9,    10.4,    33.5
Marina Barrage,2022,12,24,     0.0,     0.0,     0.0,     0.0,    27.3,    30.1,    25.3,    11.3,    42.0
Marina Barrage,2022,12,25,    15.6,    12.2,    14.0,    15.6,    27.2,    31.3,    24.6,    12.6,    37.0
Marina Barrage,2022,12,26,     0.0,     0.0,     0.0,     0.0,    27.4,    30.2,    26.0,    14.7,    39.6
Marina Barrage,2022,12,27,     0.0,     0.0,     0.0,     0.0,    27.2,    30.5,    25.4,    10.4,    33.9
Marina Barrage,2022,12,28,     0.0,     0.0,     0.0,     0.0,    27.2,    29.1,    25.7,    11.0,    33.2
Marina Barrage,2022,12,29,     2.6,     2.6,     2.6,     2.6,    27.0,    31.2,    25.8,    10.0,    28.9
Marina Barrage,2022,12,30,     0.0,     0.0,     0.0,     0.0,    27.6,    31.8,    25.7,    11.3,    33.2
Marina Barrage,2022,12,31,     1.2,     0.8,     1.0,     1.2,    27.4,    31.1,    24.2,    12.8,    47.6
