Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2022,9,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,2,     8.4,     6.6,     6.8,     6.8,-,-,-,-,-
Choa Chu Kang (Central),2022,9,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,4,    20.0,    12.8,    15.4,    17.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,5,    24.2,    21.4,    23.8,    24.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,7,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2022,9,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,9,     1.2,     0.6,     0.8,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,11,     5.0,     4.8,     4.8,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2022,9,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,13,     2.6,     1.4,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2022,9,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,18,    49.0,    12.8,    20.4,    37.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,22,    37.0,    13.2,    17.4,    27.4,-,-,-,-,-
Choa Chu Kang (Central),2022,9,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,24,    11.4,     8.2,    10.4,    11.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,25,    70.0,    20.2,    29.4,    46.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,29,     8.0,     6.4,     7.8,     8.0,-,-,-,-,-
Choa Chu Kang (Central),2022,9,30,     2.8,     2.8,     2.8,     2.8,-,-,-,-,-
