Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2022,4,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,2,    23.2,    21.0,    23.0,    23.2,-,-,-,-,-
Punggol,2022,4,3,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Punggol,2022,4,4,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,4,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,6,    70.2,    55.6,    67.0,    69.0,-,-,-,-,-
Punggol,2022,4,7,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Punggol,2022,4,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,9,     1.2,     1.0,     1.2,     1.2,-,-,-,-,-
Punggol,2022,4,10,    13.2,     6.8,    13.2,    13.2,-,-,-,-,-
Punggol,2022,4,11,     7.8,     6.6,     7.0,     7.6,-,-,-,-,-
Punggol,2022,4,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,13,     4.4,     4.4,     4.4,     4.4,-,-,-,-,-
Punggol,2022,4,14,     2.4,     1.8,     1.8,     2.4,-,-,-,-,-
Punggol,2022,4,15,    20.8,    13.6,    17.4,    19.4,-,-,-,-,-
Punggol,2022,4,16,    13.2,    13.2,    13.2,    13.2,-,-,-,-,-
Punggol,2022,4,17,    15.2,     6.0,     7.2,     7.2,-,-,-,-,-
Punggol,2022,4,18,     7.8,     1.6,     2.8,     4.6,-,-,-,-,-
Punggol,2022,4,19,    22.4,    10.8,    11.0,    20.8,-,-,-,-,-
Punggol,2022,4,20,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,4,21,    23.8,    14.2,    20.0,    21.0,-,-,-,-,-
Punggol,2022,4,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,25,     8.0,     8.0,     8.0,     8.0,-,-,-,-,-
Punggol,2022,4,26,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,4,27,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Punggol,2022,4,28,    40.0,    32.4,    39.2,    40.0,-,-,-,-,-
Punggol,2022,4,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,4,30,     8.4,     4.0,     6.4,     7.0,-,-,-,-,-
