Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2021,9,1,     6.0,     5.4,     5.8,     6.0,-,-,-,-,-
Simei,2021,9,2,    75.4,    35.2,    49.6,    67.0,-,-,-,-,-
Simei,2021,9,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,4,     3.4,     3.2,     3.4,     3.4,-,-,-,-,-
Simei,2021,9,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,6,    13.2,    12.2,    13.2,    13.2,-,-,-,-,-
Simei,2021,9,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,8,    13.8,    13.4,    13.8,    13.8,-,-,-,-,-
Simei,2021,9,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,10,    19.6,    11.8,    19.4,    19.6,-,-,-,-,-
Simei,2021,9,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,13,     1.8,     1.6,     1.6,     1.6,-,-,-,-,-
Simei,2021,9,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,19,    10.6,    10.6,    10.6,    10.6,-,-,-,-,-
Simei,2021,9,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,21,     1.2,     0.8,     0.8,     0.8,-,-,-,-,-
Simei,2021,9,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,23,    12.8,    10.4,    11.8,    12.8,-,-,-,-,-
Simei,2021,9,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,25,    19.6,    17.2,    19.0,    19.6,-,-,-,-,-
Simei,2021,9,26,    20.6,    16.2,    18.4,    18.4,-,-,-,-,-
Simei,2021,9,27,     5.2,     6.2,    18.6,    18.8,-,-,-,-,-
Simei,2021,9,28,    44.8,    38.4,    44.4,    44.8,-,-,-,-,-
Simei,2021,9,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,9,30,    31.6,    14.6,    22.0,    26.6,-,-,-,-,-
