Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,12,1,     9.2,     3.6,     5.2,     7.6,-,-,-,-,-
Simei,2022,12,2,    11.4,    10.6,    10.8,    10.8,-,-,-,-,-
Simei,2022,12,3,     7.8,     4.0,     5.8,     5.8,-,-,-,-,-
Simei,2022,12,4,     9.0,     3.6,     3.6,     5.2,-,-,-,-,-
Simei,2022,12,5,    13.6,    13.6,    13.6,    13.6,-,-,-,-,-
Simei,2022,12,6,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,12,7,     9.2,     9.0,     9.2,     9.2,-,-,-,-,-
Simei,2022,12,8,     4.4,     1.6,     2.0,     3.4,-,-,-,-,-
Simei,2022,12,9,     0.7,     0.5,     0.5,     0.5,-,-,-,-,-
Simei,2022,12,10,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,12,11,    79.0,    49.0,    69.6,    73.2,-,-,-,-,-
Simei,2022,12,12,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,12,13,    10.6,     2.0,     3.2,     5.4,-,-,-,-,-
Simei,2022,12,14,     2.4,     1.0,     1.0,     1.6,-,-,-,-,-
Simei,2022,12,15,     6.4,     1.6,     2.2,     3.2,-,-,-,-,-
Simei,2022,12,16,    24.0,    21.2,    23.6,    24.0,-,-,-,-,-
Simei,2022,12,17,     1.8,     1.0,     1.6,     1.8,-,-,-,-,-
Simei,2022,12,18,     7.0,     6.4,     6.4,     6.4,-,-,-,-,-
Simei,2022,12,19,     2.6,     2.4,     2.4,     2.4,-,-,-,-,-
Simei,2022,12,20,     1.2,     1.0,     1.0,     1.0,-,-,-,-,-
Simei,2022,12,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,12,22,     1.6,     1.4,     1.4,     1.6,-,-,-,-,-
Simei,2022,12,23,     0.8,     0.2,     0.2,     0.4,-,-,-,-,-
Simei,2022,12,24,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,12,25,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,12,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,12,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,12,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,12,29,     4.0,     3.6,     3.6,     3.8,-,-,-,-,-
Simei,2022,12,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,12,31,     6.8,     6.6,     6.8,     6.8,-,-,-,-,-
