Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,8,1,     0.6,     0.4,     0.6,     0.6,-,-,-,-,-
Simei,2022,8,2,    11.0,     3.6,     6.0,     8.2,-,-,-,-,-
Simei,2022,8,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,4,     1.2,     0.6,     0.6,     0.8,-,-,-,-,-
Simei,2022,8,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,13,    10.2,     9.0,    10.0,    10.2,-,-,-,-,-
Simei,2022,8,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,16,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Simei,2022,8,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,19,    18.2,    14.2,    14.2,    14.2,-,-,-,-,-
Simei,2022,8,20,    31.8,    21.6,    23.8,    23.8,-,-,-,-,-
Simei,2022,8,21,    20.8,    19.0,    20.4,    20.8,-,-,-,-,-
Simei,2022,8,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,8,23,     4.8,     3.0,     3.0,     3.0,-,-,-,-,-
Simei,2022,8,24,     7.2,     3.4,     6.2,     6.2,-,-,-,-,-
Simei,2022,8,25,    13.6,     9.8,     9.8,    10.0,-,-,-,-,-
Simei,2022,8,26,     2.2,     0.8,     1.0,     1.0,-,-,-,-,-
Simei,2022,8,27,    25.6,    10.6,    14.4,    17.4,-,-,-,-,-
Simei,2022,8,28,     0.0,     0.0,     0.0,     2.4,-,-,-,-,-
Simei,2022,8,29,    12.8,     6.8,     7.0,     7.2,-,-,-,-,-
Simei,2022,8,30,     1.6,     0.6,     1.0,     1.2,-,-,-,-,-
Simei,2022,8,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
