Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2022,10,1,    13.4,    10.0,    12.4,    13.2,-,-,-,-,-
Punggol,2022,10,2,    12.8,     6.0,     6.2,     6.2,-,-,-,-,-
Punggol,2022,10,3,    33.0,    18.8,    29.4,    32.8,-,-,-,-,-
Punggol,2022,10,4,    19.2,     9.0,    11.0,    11.0,-,-,-,-,-
Punggol,2022,10,5,    25.4,    14.2,    20.0,    23.4,-,-,-,-,-
Punggol,2022,10,6,     6.4,     3.0,     3.8,     4.0,-,-,-,-,-
Punggol,2022,10,7,     5.8,     1.8,     2.2,     3.0,-,-,-,-,-
Punggol,2022,10,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,10,    50.8,    33.0,    37.8,    49.8,-,-,-,-,-
Punggol,2022,10,11,     5.6,     3.8,     4.6,     5.0,-,-,-,-,-
Punggol,2022,10,12,     5.6,     4.0,     4.0,     4.0,-,-,-,-,-
Punggol,2022,10,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,16,    31.0,    11.0,    19.0,    24.2,-,-,-,-,-
Punggol,2022,10,17,     7.8,     5.2,     7.0,     7.6,-,-,-,-,-
Punggol,2022,10,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,19,    29.4,    21.6,    25.8,    26.4,-,-,-,-,-
Punggol,2022,10,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,21,    46.6,    15.4,    23.8,    39.6,-,-,-,-,-
Punggol,2022,10,22,     5.0,     2.4,     2.6,     2.6,-,-,-,-,-
Punggol,2022,10,23,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,10,24,     1.2,     0.4,     0.6,     1.0,-,-,-,-,-
Punggol,2022,10,25,    41.0,    29.6,    36.4,    38.6,-,-,-,-,-
Punggol,2022,10,26,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,10,27,     1.4,     1.0,     1.4,     1.4,-,-,-,-,-
Punggol,2022,10,28,     7.4,     7.0,     7.0,     7.0,-,-,-,-,-
Punggol,2022,10,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,10,30,    37.2,    25.6,    26.0,    37.2,-,-,-,-,-
Punggol,2022,10,31,    16.6,    22.6,    30.2,    39.6,-,-,-,-,-
