Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2022,8,1,     2.6,     2.6,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2022,8,2,    16.6,     4.6,     7.4,    13.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,3,    43.0,    13.4,    20.0,    26.6,-,-,-,-,-
Choa Chu Kang (Central),2022,8,4,     1.6,     0.8,     1.6,     9.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,7,    17.4,    12.6,    15.6,    16.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,13,    15.4,    13.8,    14.8,    15.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,14,    18.2,    15.0,    17.4,    18.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,16,    17.8,    14.4,    16.6,    17.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,18,    29.6,    24.2,    26.8,    26.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,20,    33.8,    12.8,    22.8,    22.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,21,    27.8,    15.6,    22.8,    27.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,22,     3.0,     3.0,     3.0,     3.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,23,    12.0,     6.0,     6.0,     6.0,-,-,-,-,-
Choa Chu Kang (Central),2022,8,24,     5.8,     4.2,     4.6,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,25,     7.8,     6.4,     7.2,     7.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,26,    22.8,    12.8,    14.4,    15.6,-,-,-,-,-
Choa Chu Kang (Central),2022,8,27,    32.8,    14.8,    19.8,    28.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,28,     2.2,     2.2,     2.2,     2.2,-,-,-,-,-
Choa Chu Kang (Central),2022,8,29,     3.8,     2.0,     3.2,     3.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,30,     9.8,     9.8,     9.8,     9.8,-,-,-,-,-
Choa Chu Kang (Central),2022,8,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
