Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,1,1,    59.8,    12.8,    24.4,    29.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,2,   128.8,    15.2,    17.8,    32.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,3,     1.6,     0.6,     0.8,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,6,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,1,7,     3.6,     3.2,     3.4,     3.4,-,-,-,-,-
Choa Chu Kang (Central),2021,1,8,     3.8,     2.2,     2.4,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2021,1,9,    50.8,    15.6,    20.4,    27.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,10,    89.2,    10.4,    15.2,    21.4,-,-,-,-,-
Choa Chu Kang (Central),2021,1,11,     2.6,     0.8,     1.4,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2021,1,12,    11.4,     1.8,     2.2,     3.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,13,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,21,    42.6,    23.4,    33.2,    35.6,-,-,-,-,-
Choa Chu Kang (Central),2021,1,22,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,23,     5.0,     4.0,     4.8,     5.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,24,     2.8,     2.4,     2.4,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2021,1,25,     1.8,     1.0,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,27,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,28,    14.4,    11.6,    11.8,    11.8,-,-,-,-,-
Choa Chu Kang (Central),2021,1,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,1,30,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,1,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
