Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2022,11,1,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,11,2,     7.8,     4.2,     7.8,     7.8,-,-,-,-,-
Punggol,2022,11,3,     2.0,     1.6,     2.0,     2.0,-,-,-,-,-
Punggol,2022,11,4,     0.6,     0.2,     0.4,     0.6,-,-,-,-,-
Punggol,2022,11,5,    45.8,    28.4,    36.4,    39.2,-,-,-,-,-
Punggol,2022,11,6,     2.4,     1.8,     2.0,     2.2,-,-,-,-,-
Punggol,2022,11,7,    17.4,     9.8,    16.4,    17.2,-,-,-,-,-
Punggol,2022,11,8,    12.6,    10.0,    10.6,    10.8,-,-,-,-,-
Punggol,2022,11,9,     0.5,     0.5,     0.5,     0.5,-,-,-,-,-
Punggol,2022,11,10,    15.6,     2.4,     4.4,     8.0,-,-,-,-,-
Punggol,2022,11,11,     3.8,     2.8,     3.6,     3.6,-,-,-,-,-
Punggol,2022,11,12,    55.8,    27.0,    41.4,    48.0,-,-,-,-,-
Punggol,2022,11,13,     3.4,     2.6,     3.2,     3.2,-,-,-,-,-
Punggol,2022,11,14,    35.6,    12.8,    18.4,    33.6,-,-,-,-,-
Punggol,2022,11,15,     5.2,     2.2,     2.6,     3.8,-,-,-,-,-
Punggol,2022,11,16,    30.8,    24.2,    26.6,    29.0,-,-,-,-,-
Punggol,2022,11,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,11,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,11,19,     7.8,     2.2,     4.0,     5.8,-,-,-,-,-
Punggol,2022,11,20,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2022,11,21,     4.4,     4.0,     4.4,     4.4,-,-,-,-,-
Punggol,2022,11,22,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Punggol,2022,11,23,     7.6,     6.2,     6.8,     7.4,-,-,-,-,-
Punggol,2022,11,24,    31.0,    24.4,    31.0,    31.0,-,-,-,-,-
Punggol,2022,11,25,     6.6,    17.0,    33.6,    36.0,-,-,-,-,-
Punggol,2022,11,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2022,11,27,    11.4,    10.0,    10.4,    10.6,-,-,-,-,-
Punggol,2022,11,28,     2.0,     1.8,     1.8,     1.8,-,-,-,-,-
Punggol,2022,11,29,     1.4,     0.8,     0.8,     1.2,-,-,-,-,-
Punggol,2022,11,30,    53.8,    25.0,    34.4,    48.2,-,-,-,-,-
