Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,6,1,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Simei,2022,6,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,3,    30.2,    25.4,    29.4,    29.4,-,-,-,-,-
Simei,2022,6,4,    20.0,    11.0,    13.4,    18.0,-,-,-,-,-
Simei,2022,6,5,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Simei,2022,6,6,    30.0,    29.4,    30.0,    30.0,-,-,-,-,-
Simei,2022,6,7,    77.2,    45.4,    68.6,    76.6,-,-,-,-,-
Simei,2022,6,8,     5.2,     4.8,     5.0,     5.2,-,-,-,-,-
Simei,2022,6,9,     5.8,     4.4,     5.0,     5.2,-,-,-,-,-
Simei,2022,6,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,11,    25.6,    16.2,    22.2,    24.8,-,-,-,-,-
Simei,2022,6,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,13,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2022,6,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,15,     9.6,     8.6,     8.6,     8.6,-,-,-,-,-
Simei,2022,6,16,    59.2,    54.6,    58.0,    58.0,-,-,-,-,-
Simei,2022,6,17,     0.0,     0.2,     0.4,     0.8,-,-,-,-,-
Simei,2022,6,18,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,6,19,     6.8,     6.6,     6.8,     6.8,-,-,-,-,-
Simei,2022,6,20,     6.0,     1.4,     2.2,     3.2,-,-,-,-,-
Simei,2022,6,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,23,     5.8,     2.2,     3.4,     3.4,-,-,-,-,-
Simei,2022,6,24,     0.8,     0.4,     0.8,     0.8,-,-,-,-,-
Simei,2022,6,25,    34.6,    22.2,    28.0,    33.0,-,-,-,-,-
Simei,2022,6,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,6,30,    23.2,    15.4,    21.0,    23.2,-,-,-,-,-
