Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021,11,1,    10.6,     9.0,     9.6,    10.6,-,-,-,-,-
Choa Chu Kang (Central),2021,11,2,    41.0,    29.2,    32.2,    37.6,-,-,-,-,-
Choa Chu Kang (Central),2021,11,3,    12.8,     9.4,    12.0,    12.2,-,-,-,-,-
Choa Chu Kang (Central),2021,11,4,     5.0,     2.2,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2021,11,5,     3.8,     0.8,     1.4,     2.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,7,     2.2,     0.8,     1.4,     2.2,-,-,-,-,-
Choa Chu Kang (Central),2021,11,8,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2021,11,9,    13.8,     7.8,     9.2,    12.8,-,-,-,-,-
Choa Chu Kang (Central),2021,11,10,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,11,11,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,11,12,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,11,13,-,-,-,-,-,-,-,-,-
Choa Chu Kang (Central),2021,11,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,16,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2021,11,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,18,    20.8,    12.0,    17.4,    18.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,20,     2.2,     1.0,     1.4,     1.8,-,-,-,-,-
Choa Chu Kang (Central),2021,11,21,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,11,22,     0.4,     0.2,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,11,23,    15.8,    14.0,    14.4,    14.8,-,-,-,-,-
Choa Chu Kang (Central),2021,11,24,     6.6,     2.2,     4.0,     5.4,-,-,-,-,-
Choa Chu Kang (Central),2021,11,25,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2021,11,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,27,    43.8,    42.0,    43.0,    43.2,-,-,-,-,-
Choa Chu Kang (Central),2021,11,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2021,11,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
