Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,2,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,5,     6.4,     5.2,     5.2,     5.2,-,-,-,-,-
Simei,2022,2,6,    26.6,     7.8,     8.0,     8.2,-,-,-,-,-
Simei,2022,2,7,     0.4,     0.2,     0.4,     0.4,-,-,-,-,-
Simei,2022,2,8,     2.0,     0.6,     0.8,     1.0,-,-,-,-,-
Simei,2022,2,9,    29.8,    14.8,    22.0,    24.6,-,-,-,-,-
Simei,2022,2,10,    18.4,     2.6,     3.8,     6.0,-,-,-,-,-
Simei,2022,2,11,    12.4,     7.2,     9.4,    11.2,-,-,-,-,-
Simei,2022,2,12,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,2,13,     4.8,     3.2,     4.4,     4.4,-,-,-,-,-
Simei,2022,2,14,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Simei,2022,2,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,16,    10.2,     7.0,     9.2,     9.4,-,-,-,-,-
Simei,2022,2,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,20,    21.0,    17.2,    20.6,    20.6,-,-,-,-,-
Simei,2022,2,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,23,     3.2,     3.2,     3.2,     3.2,-,-,-,-,-
Simei,2022,2,24,    12.6,     4.4,     6.6,     8.6,-,-,-,-,-
Simei,2022,2,25,    29.4,    28.6,    29.4,    29.4,-,-,-,-,-
Simei,2022,2,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,2,27,    73.0,    43.2,    66.0,    72.0,-,-,-,-,-
Simei,2022,2,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
