Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2021,7,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,3,    40.2,    35.4,    40.0,    40.2,-,-,-,-,-
Simei,2021,7,4,    16.8,     9.8,    14.6,    15.0,-,-,-,-,-
Simei,2021,7,5,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2021,7,6,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2021,7,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,9,     1.4,     1.2,     1.2,     1.4,-,-,-,-,-
Simei,2021,7,10,     8.0,     2.2,     4.0,     6.6,-,-,-,-,-
Simei,2021,7,11,    21.8,    15.8,    19.0,    19.0,-,-,-,-,-
Simei,2021,7,12,    45.2,    25.0,    38.4,    44.2,-,-,-,-,-
Simei,2021,7,13,    45.4,    22.2,    27.0,    31.8,-,-,-,-,-
Simei,2021,7,14,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2021,7,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,19,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Simei,2021,7,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,23,     1.0,     0.4,     0.8,     1.0,-,-,-,-,-
Simei,2021,7,24,     0.0,     0.0,     0.2,     0.8,-,-,-,-,-
Simei,2021,7,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,7,31,    11.4,    11.2,    11.2,    11.2,-,-,-,-,-
