Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2021,3,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,7,    22.2,     7.8,    10.4,    14.4,-,-,-,-,-
Simei,2021,3,8,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2021,3,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,12,     4.4,     2.0,     3.4,     3.4,-,-,-,-,-
Simei,2021,3,13,     1.0,     0.6,     0.8,     1.0,-,-,-,-,-
Simei,2021,3,14,     3.6,     2.4,     3.6,     3.6,-,-,-,-,-
Simei,2021,3,15,    19.0,    18.2,    18.8,    19.0,-,-,-,-,-
Simei,2021,3,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,17,    13.6,    10.8,    11.0,    13.6,-,-,-,-,-
Simei,2021,3,18,     1.4,     1.2,     1.2,     1.2,-,-,-,-,-
Simei,2021,3,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,20,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2021,3,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,23,     3.4,     1.6,     1.6,     1.6,-,-,-,-,-
Simei,2021,3,24,    63.8,    52.4,    53.4,    54.4,-,-,-,-,-
Simei,2021,3,25,     0.8,     0.6,     0.6,     0.6,-,-,-,-,-
Simei,2021,3,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,27,     1.2,     0.8,     0.8,     1.2,-,-,-,-,-
Simei,2021,3,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,3,29,     9.8,     5.6,     5.6,     9.0,-,-,-,-,-
Simei,2021,3,30,    23.6,    18.0,    19.0,    19.0,-,-,-,-,-
Simei,2021,3,31,    33.6,    18.8,    27.0,    32.4,-,-,-,-,-
