Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2021,11,1,    14.6,     6.8,     7.2,    13.4,-,-,-,-,-
Simei,2021,11,2,    58.6,    42.0,    52.8,    55.4,-,-,-,-,-
Simei,2021,11,3,    14.2,     6.6,    11.6,    12.8,-,-,-,-,-
Simei,2021,11,4,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Simei,2021,11,5,     4.2,     1.0,     1.4,     2.0,-,-,-,-,-
Simei,2021,11,6,     4.2,     4.0,     4.0,     4.0,-,-,-,-,-
Simei,2021,11,7,    27.2,    22.0,    25.4,    25.8,-,-,-,-,-
Simei,2021,11,8,     1.2,     0.6,     0.8,     1.2,-,-,-,-,-
Simei,2021,11,9,    37.2,    19.0,    24.8,    30.2,-,-,-,-,-
Simei,2021,11,10,    20.4,     8.4,    12.4,    15.8,-,-,-,-,-
Simei,2021,11,11,     0.8,     0.2,     0.4,     0.6,-,-,-,-,-
Simei,2021,11,12,     1.6,     1.2,     1.4,     1.4,-,-,-,-,-
Simei,2021,11,13,     2.4,     1.8,     1.8,     1.8,-,-,-,-,-
Simei,2021,11,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,15,     1.6,     0.6,     1.2,     1.2,-,-,-,-,-
Simei,2021,11,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,17,    20.8,    18.0,    20.2,    20.8,-,-,-,-,-
Simei,2021,11,18,    40.2,    16.6,    24.8,    33.6,-,-,-,-,-
Simei,2021,11,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,20,     5.4,     3.2,     3.8,     4.2,-,-,-,-,-
Simei,2021,11,21,     5.2,     3.8,     4.0,     5.2,-,-,-,-,-
Simei,2021,11,22,     4.4,     3.2,     4.2,     4.2,-,-,-,-,-
Simei,2021,11,23,    19.2,    16.8,    19.2,    19.2,-,-,-,-,-
Simei,2021,11,24,    18.6,     9.2,    12.4,    15.2,-,-,-,-,-
Simei,2021,11,25,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2021,11,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,27,    65.4,    40.4,    56.4,    63.6,-,-,-,-,-
Simei,2021,11,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,11,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
