Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2022,5,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,2,     3.6,     3.0,     3.0,     3.4,-,-,-,-,-
Simei,2022,5,3,     4.0,     1.6,     2.6,     4.0,-,-,-,-,-
Simei,2022,5,4,     6.6,     3.4,     3.6,     6.6,-,-,-,-,-
Simei,2022,5,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,7,     2.0,     0.6,     1.2,     2.0,-,-,-,-,-
Simei,2022,5,8,     1.8,     0.6,     0.8,     1.4,-,-,-,-,-
Simei,2022,5,9,    32.6,    27.2,    32.2,    32.6,-,-,-,-,-
Simei,2022,5,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,11,     8.0,     3.6,     3.8,     4.8,-,-,-,-,-
Simei,2022,5,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,16,     1.6,     1.0,     1.2,     1.6,-,-,-,-,-
Simei,2022,5,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,19,    35.4,    32.2,    35.2,    35.4,-,-,-,-,-
Simei,2022,5,20,     2.0,     2.0,     2.0,     2.0,-,-,-,-,-
Simei,2022,5,21,     7.8,     7.2,     7.8,     7.8,-,-,-,-,-
Simei,2022,5,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,23,    13.6,     6.8,    10.0,    13.6,-,-,-,-,-
Simei,2022,5,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,25,    21.4,    13.4,    17.6,    20.0,-,-,-,-,-
Simei,2022,5,26,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Simei,2022,5,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2022,5,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
