Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2021,1,1,   138.2,    17.8,    33.0,    56.4,-,-,-,-,-
Simei,2021,1,2,   182.6,    20.6,    36.8,    58.4,-,-,-,-,-
Simei,2021,1,3,     6.6,     1.8,     2.6,     3.6,-,-,-,-,-
Simei,2021,1,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,5,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Simei,2021,1,6,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Simei,2021,1,7,     3.6,     1.6,     2.0,     2.4,-,-,-,-,-
Simei,2021,1,8,    17.6,     4.4,     5.2,     7.2,-,-,-,-,-
Simei,2021,1,9,    25.4,     9.0,     9.6,     9.8,-,-,-,-,-
Simei,2021,1,10,   156.6,    19.2,    31.6,    43.4,-,-,-,-,-
Simei,2021,1,11,     3.8,     2.2,     2.2,     3.2,-,-,-,-,-
Simei,2021,1,12,    18.6,    13.2,    15.4,    15.4,-,-,-,-,-
Simei,2021,1,13,     2.4,     0.6,     0.8,     0.8,-,-,-,-,-
Simei,2021,1,14,     0.0,     0.0,     0.0,     0.4,-,-,-,-,-
Simei,2021,1,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,21,     5.6,     3.4,     5.0,     5.6,-,-,-,-,-
Simei,2021,1,22,    13.2,    11.8,    13.2,    13.2,-,-,-,-,-
Simei,2021,1,23,    27.2,    15.0,    25.0,    27.2,-,-,-,-,-
Simei,2021,1,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,28,    15.2,     6.6,    10.0,    14.2,-,-,-,-,-
Simei,2021,1,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2021,1,31,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
