Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2022,6,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,3,     0.8,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,4,    55.0,    23.0,    40.2,    54.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,5,     9.2,     9.0,     9.0,     9.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,8,     2.8,     2.4,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2022,6,9,     0.6,     0.4,     0.6,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2022,6,10,     1.6,     1.6,     1.6,     1.6,-,-,-,-,-
Choa Chu Kang (Central),2022,6,11,     7.2,     3.8,     4.8,     6.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,12,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,13,     9.2,     4.8,     4.8,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2022,6,14,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,15,     0.8,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,16,     5.8,     2.6,     3.2,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2022,6,17,     0.0,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,18,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,20,    26.0,    15.4,    20.4,    23.2,-,-,-,-,-
Choa Chu Kang (Central),2022,6,21,    48.0,    30.2,    45.0,    48.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,23,     3.2,     2.4,     2.4,     2.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,24,    29.6,    26.2,    29.2,    29.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,25,     6.0,     4.4,     4.8,     4.8,-,-,-,-,-
Choa Chu Kang (Central),2022,6,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,28,    13.6,    11.0,    11.2,    11.4,-,-,-,-,-
Choa Chu Kang (Central),2022,6,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2022,6,30,     2.4,     1.2,     1.2,     1.8,-,-,-,-,-
