station,year,month,day,daily_total_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,days_of_heavy_rain
Jurong (West),2022,1,25,0.0,0.0,0.0,0.0,0
Jurong (West),2022,1,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,1,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,1,28,0.2,0.2,0.2,0.2,0
Jurong (West),2022,1,29,6.2,6.2,6.2,6.2,1
Jurong (West),2022,1,30,2.2,1.0,1.2,1.2,0
Jurong (West),2022,1,31,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,1,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,2,0.2,0.2,0.2,0.2,0
Jurong (West),2022,2,3,0.4,0.2,0.2,0.4,0
Jurong (West),2022,2,4,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,5,22.8,13.4,13.6,13.6,1
Jurong (West),2022,2,6,30.6,15.8,16.6,17.0,1
Jurong (West),2022,2,7,1.8,1.2,1.6,1.8,0
Jurong (West),2022,2,8,9.2,3.4,5.2,8.4,0
Jurong (West),2022,2,9,25.2,10.6,14.2,22.0,1
Jurong (West),2022,2,10,32.6,20.2,21.4,21.8,1
Jurong (West),2022,2,11,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,12,16.6,12.6,14.4,16.0,1
Jurong (West),2022,2,13,0.2,0.2,0.2,0.2,0
Jurong (West),2022,2,14,13.4,11.8,13.4,13.4,1
Jurong (West),2022,2,15,0.2,0.2,0.2,0.2,0
Jurong (West),2022,2,16,39.4,23.2,36.8,39.0,1
Jurong (West),2022,2,17,0.2,0.2,0.2,0.2,0
Jurong (West),2022,2,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,19,7.2,6.6,7.0,7.2,1
Jurong (West),2022,2,20,37.0,31.4,36.6,37.0,1
Jurong (West),2022,2,21,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,23,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,24,38.0,10.8,14.6,20.0,1
Jurong (West),2022,2,25,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,2,27,15.4,9.2,13.4,15.0,1
Jurong (West),2022,2,28,9.6,6.0,6.6,6.6,1
Jurong (West),2022,3,1,0.8,0.6,0.8,0.8,0
Jurong (West),2022,3,2,55.6,39.8,54.6,55.6,1
Jurong (West),2022,3,3,33.8,23.0,25.8,32.4,1
Jurong (West),2022,3,4,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,5,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,7,102.2,40.6,59.6,100.8,1
Jurong (West),2022,3,8,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,9,32.2,14.6,25.8,29.4,1
Jurong (West),2022,3,10,7.6,4.8,4.8,5.0,1
Jurong (West),2022,3,11,3.8,1.4,2.8,3.4,0
Jurong (West),2022,3,12,12.0,8.2,9.0,12.0,1
Jurong (West),2022,3,13,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,14,0.4,0.4,0.4,0.4,0
Jurong (West),2022,3,15,3.0,1.2,1.6,2.4,0
Jurong (West),2022,3,16,0.2,0.2,0.2,0.2,0
Jurong (West),2022,3,17,29.2,23.0,23.6,27.2,1
Jurong (West),2022,3,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,20,2.0,2.0,2.0,2.0,0
Jurong (West),2022,3,21,9.8,8.0,8.0,9.0,1
Jurong (West),2022,3,22,13.6,12.6,13.6,13.6,1
Jurong (West),2022,3,23,12.4,10.8,12.2,12.4,1
Jurong (West),2022,3,24,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,25,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,28,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,29,22.4,14.8,15.2,22.2,1
Jurong (West),2022,3,30,0.0,0.0,0.0,0.0,0
Jurong (West),2022,3,31,0.4,0.4,0.4,0.4,0
Jurong (West),2022,4,1,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,2,3.2,3.2,3.2,3.2,0
Jurong (West),2022,4,3,4.8,4.4,4.8,4.8,1
Jurong (West),2022,4,4,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,5,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,7,0.4,0.2,0.2,0.2,0
Jurong (West),2022,4,8,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,9,0.6,0.4,0.4,0.6,0
Jurong (West),2022,4,10,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,11,6.0,6.0,6.0,6.0,1
Jurong (West),2022,4,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,13,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,14,2.8,2.6,2.8,2.8,0
Jurong (West),2022,4,15,12.6,6.6,8.2,9.2,1
Jurong (West),2022,4,16,7.0,6.8,7.0,7.0,1
Jurong (West),2022,4,17,4.6,3.4,3.6,3.6,0
Jurong (West),2022,4,18,15.4,4.4,8.2,11.4,1
Jurong (West),2022,4,19,1.4,1.2,1.2,1.2,0
Jurong (West),2022,4,20,12.6,11.0,12.4,12.6,1
Jurong (West),2022,4,21,5.0,1.6,1.6,2.8,0
Jurong (West),2022,4,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,23,14.6,10.8,13.8,14.6,1
Jurong (West),2022,4,24,1.8,1.8,1.8,1.8,0
Jurong (West),2022,4,25,12.8,8.0,8.2,8.2,1
Jurong (West),2022,4,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,28,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,29,0.0,0.0,0.0,0.0,0
Jurong (West),2022,4,30,21.8,21.6,21.8,21.8,1
Jurong (West),2022,5,1,0.2,0.2,0.2,0.2,0
Jurong (West),2022,5,2,5.8,3.8,5.0,5.4,0
Jurong (West),2022,5,3,31.8,12.8,19.8,28.4,1
Jurong (West),2022,5,4,50.0,17.0,21.0,27.6,1
Jurong (West),2022,5,5,12.4,11.2,12.4,12.4,1
Jurong (West),2022,5,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,7,20.2,10.6,13.4,13.6,1
Jurong (West),2022,5,8,1.4,1.0,1.2,1.2,0
Jurong (West),2022,5,9,0.4,0.4,0.4,0.4,0
Jurong (West),2022,5,10,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,11,32.4,25.2,27.2,27.8,1
Jurong (West),2022,5,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,13,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,14,0.2,0.2,0.2,0.2,0
Jurong (West),2022,5,15,11.6,9.6,11.2,11.4,1
Jurong (West),2022,5,16,4.0,1.0,1.6,2.2,0
Jurong (West),2022,5,17,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,19,6.4,3.2,4.0,4.6,0
Jurong (West),2022,5,20,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,21,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,23,2.2,1.6,2.2,2.2,0
Jurong (West),2022,5,24,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,25,42.6,33.2,40.4,40.8,1
Jurong (West),2022,5,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,28,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,29,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,30,0.0,0.0,0.0,0.0,0
Jurong (West),2022,5,31,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,1,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,2,5.4,3.8,4.2,5.4,0
Jurong (West),2022,6,3,0.4,0.2,0.4,0.4,0
Jurong (West),2022,6,4,25.2,16.0,18.0,23.6,1
Jurong (West),2022,6,5,5.2,2.8,3.4,3.4,0
Jurong (West),2022,6,6,0.6,0.6,0.6,0.6,0
Jurong (West),2022,6,7,19.0,17.6,19.0,19.0,1
Jurong (West),2022,6,8,12.0,12.0,12.0,12.0,1
Jurong (West),2022,6,9,14.6,13.2,13.2,13.4,1
Jurong (West),2022,6,10,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,11,2.4,1.0,1.6,2.0,0
Jurong (West),2022,6,12,2.4,2.2,2.2,2.4,0
Jurong (West),2022,6,13,12.8,9.2,12.4,12.4,1
Jurong (West),2022,6,14,1.8,1.8,1.8,1.8,0
Jurong (West),2022,6,15,1.0,1.0,1.0,1.0,0
Jurong (West),2022,6,16,2.2,0.8,1.0,1.0,0
Jurong (West),2022,6,17,0.0,0.2,0.2,0.2,0
Jurong (West),2022,6,18,0.2,0.2,0.2,0.2,0
Jurong (West),2022,6,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,20,24.4,12.0,14.0,16.0,1
Jurong (West),2022,6,21,34.4,24.8,29.4,34.2,1
Jurong (West),2022,6,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,23,2.4,1.8,1.8,1.8,0
Jurong (West),2022,6,24,14.0,9.0,11.4,13.0,1
Jurong (West),2022,6,25,11.8,5.8,6.4,6.4,1
Jurong (West),2022,6,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,28,10.0,9.2,9.8,10.0,1
Jurong (West),2022,6,29,0.0,0.0,0.0,0.0,0
Jurong (West),2022,6,30,2.4,1.4,1.4,1.6,0
Jurong (West),2022,7,1,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,2,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,3,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,4,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,5,18.2,17.4,17.6,17.6,1
Jurong (West),2022,7,6,13.2,10.4,12.4,13.2,1
Jurong (West),2022,7,7,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,8,2.8,1.0,1.8,2.6,0
Jurong (West),2022,7,9,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,10,0.6,0.6,0.6,0.6,0
Jurong (West),2022,7,11,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,13,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,14,3.6,3.4,3.6,3.6,0
Jurong (West),2022,7,15,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,16,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,17,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,20,18.0,10.0,10.2,10.4,1
Jurong (West),2022,7,21,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,22,46.6,18.2,32.0,37.0,1
Jurong (West),2022,7,23,1.0,0.8,1.0,1.0,0
Jurong (West),2022,7,24,0.4,0.2,0.4,0.4,0
Jurong (West),2022,7,25,9.8,7.2,9.8,9.8,1
Jurong (West),2022,7,26,14.0,13.6,19.6,21.0,1
Jurong (West),2022,7,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,28,0.0,0.0,0.0,0.0,0
Jurong (West),2022,7,29,2.4,0.6,0.8,1.2,0
Jurong (West),2022,7,30,0.0,0.0,0.0,0.2,0
Jurong (West),2022,7,31,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,1,47.2,31.2,40.6,44.8,1
Jurong (West),2022,8,2,14.2,6.4,8.6,11.4,1
Jurong (West),2022,8,3,24.2,13.4,16.4,16.8,1
Jurong (West),2022,8,4,0.6,0.6,0.6,2.0,0
Jurong (West),2022,8,5,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,7,36.6,27.0,35.6,36.2,1
Jurong (West),2022,8,8,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,9,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,10,0.2,0.2,0.2,0.2,0
Jurong (West),2022,8,11,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,13,43.2,25.4,39.8,42.8,1
Jurong (West),2022,8,14,15.0,14.4,15.0,15.0,1
Jurong (West),2022,8,15,4.0,4.0,4.0,4.0,1
Jurong (West),2022,8,16,40.6,26.2,39.8,40.6,1
Jurong (West),2022,8,17,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,18,0.2,0.2,0.2,0.2,0
Jurong (West),2022,8,19,0.6,0.6,0.6,0.6,0
Jurong (West),2022,8,20,0.0,0.0,0.0,0.0,0
Jurong (West),2022,8,21,19.0,11.4,15.2,17.8,1
Jurong (West),2022,8,22,1.6,1.4,1.4,1.4,0
Jurong (West),2022,8,23,118.2,34.4,56.2,84.8,1
Jurong (West),2022,8,24,0.2,0.2,0.2,0.2,0
Jurong (West),2022,8,25,1.4,1.0,1.0,1.0,0
Jurong (West),2022,8,26,18.0,7.6,8.2,13.2,1
Jurong (West),2022,8,27,12.6,2.8,5.0,6.8,0
Jurong (West),2022,8,28,0.2,0.2,0.2,0.4,0
Jurong (West),2022,8,29,2.2,1.2,1.4,2.2,0
Jurong (West),2022,8,30,2.2,1.4,1.4,1.4,0
Jurong (West),2022,8,31,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,1,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,2,10.4,5.8,8.4,8.4,1
Jurong (West),2022,9,3,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,4,5.2,3.4,3.6,3.6,0
Jurong (West),2022,9,5,27.6,22.6,25.6,27.6,1
Jurong (West),2022,9,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,7,0.4,0.2,0.2,0.2,0
Jurong (West),2022,9,8,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,9,11.8,10.8,11.4,11.4,1
Jurong (West),2022,9,10,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,11,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,13,0.8,0.8,0.8,0.8,0
Jurong (West),2022,9,14,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,15,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,16,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,17,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,18,58.0,15.2,23.4,39.6,1
Jurong (West),2022,9,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,20,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,21,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,22,37.8,11.6,20.0,28.2,1
Jurong (West),2022,9,23,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,24,1.4,0.6,0.6,0.6,0
Jurong (West),2022,9,25,84.4,31.0,53.2,68.4,1
Jurong (West),2022,9,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,27,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,28,0.0,0.0,0.0,0.0,0
Jurong (West),2022,9,29,7.6,6.6,7.4,7.6,1
Jurong (West),2022,9,30,7.8,7.6,7.8,7.8,1
Jurong (West),2022,10,1,4.4,2.2,3.6,4.0,0
Jurong (West),2022,10,2,15.8,5.4,10.2,13.6,1
Jurong (West),2022,10,3,13.6,7.8,11.6,13.4,1
Jurong (West),2022,10,4,0.2,0.2,0.2,0.2,0
Jurong (West),2022,10,5,82.8,34.6,45.6,68.2,1
Jurong (West),2022,10,6,52.8,27.4,44.0,52.2,1
Jurong (West),2022,10,7,34.0,18.8,27.0,30.0,1
Jurong (West),2022,10,8,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,9,1.0,0.4,0.6,1.0,0
Jurong (West),2022,10,10,10.6,8.2,10.0,10.2,1
Jurong (West),2022,10,11,1.0,0.8,1.0,1.0,0
Jurong (West),2022,10,12,2.6,2.2,2.2,2.4,0
Jurong (West),2022,10,13,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,14,12.8,11.2,11.2,11.2,1
Jurong (West),2022,10,15,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,16,98.8,29.2,45.2,65.2,1
Jurong (West),2022,10,17,28.8,18.2,25.8,27.8,1
Jurong (West),2022,10,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,20,0.0,0.0,0.0,0.0,0
Jurong (West),2022,10,21,10.4,4.4,5.6,9.4,1
Jurong (West),2022,10,22,3.0,1.0,1.8,2.0,0
Jurong (West),2022,10,23,0.0,0.0,0.0,0.2,0
Jurong (West),2022,10,24,1.8,1.6,1.6,1.6,0
Jurong (West),2022,10,25,26.8,17.0,22.0,24.8,1
Jurong (West),2022,10,26,20.0,6.4,11.2,14.6,1
Jurong (West),2022,10,27,1.8,1.6,1.6,1.8,0
Jurong (West),2022,10,28,2.6,1.2,1.8,2.0,0
Jurong (West),2022,10,29,0.2,0.2,0.2,0.2,0
Jurong (West),2022,10,30,32.8,22.6,22.6,32.4,1
Jurong (West),2022,10,31,1.6,0.6,12.0,24.2,0
Jurong (West),2022,11,1,0.6,0.4,0.6,0.6,0
Jurong (West),2022,11,2,0.0,0.0,0.0,0.0,0
Jurong (West),2022,11,3,0.2,0.2,0.2,0.2,0
Jurong (West),2022,11,4,26.4,10.8,20.4,22.6,1
Jurong (West),2022,11,5,33.8,19.0,22.2,26.8,1
Jurong (West),2022,11,6,0.0,0.0,0.0,0.0,0
Jurong (West),2022,11,7,2.0,1.2,1.8,2.0,0
Jurong (West),2022,11,8,15.0,12.0,13.8,14.6,1
Jurong (West),2022,11,9,0.2,0.2,0.2,0.2,0
Jurong (West),2022,11,10,29.4,8.8,12.0,12.2,1
Jurong (West),2022,11,11,0.2,0.2,0.2,0.2,0
Jurong (West),2022,11,12,9.6,7.6,8.8,8.8,1
Jurong (West),2022,11,13,1.6,0.6,1.0,1.0,0
Jurong (West),2022,11,14,89.8,32.8,54.4,82.2,1
Jurong (West),2022,11,15,4.6,3.2,3.2,3.6,0
Jurong (West),2022,11,16,11.2,8.2,9.4,10.2,1
Jurong (West),2022,11,17,10.8,7.8,9.8,10.6,1
Jurong (West),2022,11,18,0.0,0.0,0.0,0.0,0
Jurong (West),2022,11,19,12.4,2.8,4.6,7.4,0
Jurong (West),2022,11,20,1.6,0.8,1.2,1.4,0
Jurong (West),2022,11,21,0.2,0.2,0.2,0.2,0
Jurong (West),2022,11,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,11,23,2.0,1.4,1.6,1.8,0
Jurong (West),2022,11,24,29.4,16.0,26.2,29.4,1
Jurong (West),2022,11,25,8.2,8.6,19.6,33.2,1
Jurong (West),2022,11,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,11,27,2.2,1.4,1.6,1.8,0
Jurong (West),2022,11,28,41.4,31.2,39.0,41.4,1
Jurong (West),2022,11,29,37.4,15.2,27.8,33.8,1
Jurong (West),2022,11,30,41.4,28.4,31.2,36.4,1
Jurong (West),2022,12,1,0.4,0.2,0.2,0.4,0
Jurong (West),2022,12,2,2.2,1.0,1.0,1.0,0
Jurong (West),2022,12,3,8.2,4.2,6.2,7.8,1
Jurong (West),2022,12,4,8.6,4.4,6.4,8.2,1
Jurong (West),2022,12,5,3.4,1.2,2.0,2.6,0
Jurong (West),2022,12,6,0.2,0.2,0.2,0.2,0
Jurong (West),2022,12,7,0.2,0.2,0.2,0.2,0
Jurong (West),2022,12,8,10.6,8.4,9.6,10.2,1
Jurong (West),2022,12,9,3.8,2.0,2.6,3.0,0
Jurong (West),2022,12,10,0.2,0.2,0.2,0.2,0
Jurong (West),2022,12,11,24.8,8.0,10.8,14.6,1
Jurong (West),2022,12,12,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,13,0.8,0.4,0.6,0.6,0
Jurong (West),2022,12,14,0.8,0.6,0.8,0.8,0
Jurong (West),2022,12,15,2.4,0.6,1.0,1.4,0
Jurong (West),2022,12,16,13.0,10.2,10.8,11.6,1
Jurong (West),2022,12,17,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,18,11.4,7.6,8.6,8.6,1
Jurong (West),2022,12,19,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,20,20.0,18.8,19.8,19.8,1
Jurong (West),2022,12,21,0.4,0.4,0.4,0.4,0
Jurong (West),2022,12,22,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,23,29.8,21.8,22.0,22.2,1
Jurong (West),2022,12,24,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,25,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,26,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,27,6.4,4.0,5.4,5.8,1
Jurong (West),2022,12,28,0.2,0.2,0.2,0.2,0
Jurong (West),2022,12,29,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,30,0.0,0.0,0.0,0.0,0
Jurong (West),2022,12,31,2.6,2.0,2.0,2.0,0
Punggol (North-East),2021,1,1,123.0,19.4,33.8,54.6,1
Punggol (North-East),2021,1,2,168.8,22.2,33.0,59.4,1
Punggol (North-East),2021,1,3,4.8,1.4,2.0,2.8,0
Punggol (North-East),2021,1,4,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,5,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,6,1.2,1.2,1.2,1.2,0
Punggol (North-East),2021,1,7,5.0,2.2,2.4,3.0,0
Punggol (North-East),2021,1,8,26.2,13.0,15.4,16.2,1
Punggol (North-East),2021,1,9,33.8,13.6,18.0,18.0,1
Punggol (North-East),2021,1,10,139.6,16.2,29.0,39.4,1
Punggol (North-East),2021,1,11,2.6,0.6,0.8,1.6,0
Punggol (North-East),2021,1,12,22.0,10.0,10.2,10.4,1
Punggol (North-East),2021,1,13,1.6,0.8,0.8,0.8,0
Punggol (North-East),2021,1,14,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,15,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,16,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,17,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,18,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,19,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,20,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,21,6.2,3.0,4.2,6.2,0
Punggol (North-East),2021,1,22,10.6,10.2,10.6,10.6,1
Punggol (North-East),2021,1,23,21.8,12.0,20.8,21.8,1
Punggol (North-East),2021,1,24,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,25,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,26,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,27,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,28,18.4,16.2,17.6,18.4,1
Punggol (North-East),2021,1,29,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,30,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,1,31,5.2,2.2,2.2,4.2,0
Punggol (North-East),2021,2,1,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,2,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,3,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,4,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,5,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,6,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,7,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,8,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,9,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,10,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,11,0.8,0.8,0.8,0.8,0
Punggol (North-East),2021,2,12,1.4,0.6,0.8,0.8,0
Punggol (North-East),2021,2,13,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,14,0.2,0.2,0.2,0.2,0
Punggol (North-East),2021,2,15,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,16,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,17,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,18,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,19,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,20,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,21,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,22,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,23,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,24,2.6,1.4,1.4,2.6,0
Punggol (North-East),2021,2,25,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,26,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,27,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,2,28,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,1,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,2,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,3,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,4,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,5,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,6,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,7,47.6,31.8,34.8,39.2,1
Punggol (North-East),2021,3,8,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,9,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,10,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,11,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,12,0.2,0.2,0.2,0.2,0
Punggol (North-East),2021,3,13,36.2,23.0,30.0,34.4,1
Punggol (North-East),2021,3,14,9.0,6.6,6.6,8.8,1
Punggol (North-East),2021,3,15,4.6,3.8,4.4,4.4,0
Punggol (North-East),2021,3,16,0.8,0.8,0.8,0.8,0
Punggol (North-East),2021,3,17,27.2,21.4,27.0,27.2,1
Punggol (North-East),2021,3,18,6.2,3.8,4.8,5.8,0
Punggol (North-East),2021,3,19,0.2,0.2,0.2,0.2,0
Punggol (North-East),2021,3,20,17.0,16.8,17.0,17.0,1
Punggol (North-East),2021,3,21,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,22,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,23,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,24,9.2,1.4,2.2,3.6,0
Punggol (North-East),2021,3,25,1.0,0.8,0.8,0.8,0
Punggol (North-East),2021,3,26,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,27,5.2,2.4,3.8,5.0,0
Punggol (North-East),2021,3,28,0.0,0.0,0.0,0.0,0
Punggol (North-East),2021,3,29,27.6,16.0,23.0,27.6,1
Punggol (North-East),2021,3,30,27.8,19.8,26.8,27.8,1
