station,year,month,day,daily_total_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,days_of_heavy_rain
Choa Chu Kang (North-West),2021,5,13,9.0,8.4,9.0,9.0,1
Choa Chu Kang (North-West),2021,5,14,1.6,1.2,1.2,1.2,0
Choa Chu Kang (North-West),2021,5,15,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,16,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,17,26.8,17.2,20.0,20.0,1
Choa Chu Kang (North-West),2021,5,18,16.2,15.0,25.2,27.4,1
Choa Chu Kang (North-West),2021,5,19,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,20,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,21,14.4,12.0,13.8,14.2,1
Choa Chu Kang (North-West),2021,5,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,24,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,27,20.8,20.6,20.8,20.8,1
Choa Chu Kang (North-West),2021,5,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,30,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,5,31,39.0,29.2,37.0,38.8,1
Choa Chu Kang (North-West),2021,6,1,2.2,2.0,2.2,2.2,0
Choa Chu Kang (North-West),2021,6,2,16.2,16.0,16.2,16.2,1
Choa Chu Kang (North-West),2021,6,3,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,4,,,,,0
Choa Chu Kang (North-West),2021,6,5,0.8,,,,0
Choa Chu Kang (North-West),2021,6,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,7,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,10,11.8,10.0,11.6,11.8,1
Choa Chu Kang (North-West),2021,6,11,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,12,0.4,0.4,0.4,0.4,0
Choa Chu Kang (North-West),2021,6,13,3.6,1.8,2.8,3.4,0
Choa Chu Kang (North-West),2021,6,14,28.8,17.6,23.4,28.8,1
Choa Chu Kang (North-West),2021,6,15,44.0,28.2,39.6,43.0,1
Choa Chu Kang (North-West),2021,6,16,0.4,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,6,17,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,18,17.2,5.4,7.8,10.8,1
Choa Chu Kang (North-West),2021,6,19,6.4,4.8,5.2,5.4,1
Choa Chu Kang (North-West),2021,6,20,12.6,7.8,8.2,10.0,1
Choa Chu Kang (North-West),2021,6,21,0.0,0.0,0.0,0.4,0
Choa Chu Kang (North-West),2021,6,22,1.6,1.2,1.6,1.6,0
Choa Chu Kang (North-West),2021,6,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,24,1.8,0.6,1.2,1.4,0
Choa Chu Kang (North-West),2021,6,25,1.4,1.0,1.2,1.2,0
Choa Chu Kang (North-West),2021,6,26,13.8,11.6,13.2,13.6,1
Choa Chu Kang (North-West),2021,6,27,10.0,7.4,7.6,9.6,1
Choa Chu Kang (North-West),2021,6,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,6,29,28.0,9.8,11.8,12.4,1
Choa Chu Kang (North-West),2021,6,30,0.0,0.2,0.4,12.0,0
Choa Chu Kang (North-West),2021,7,1,1.0,0.8,0.8,0.8,0
Choa Chu Kang (North-West),2021,7,2,0.6,0.6,0.6,0.6,0
Choa Chu Kang (North-West),2021,7,3,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,4,3.4,1.0,1.4,2.4,0
Choa Chu Kang (North-West),2021,7,5,,,,,0
Choa Chu Kang (North-West),2021,7,6,8.8,5.4,5.4,8.6,1
Choa Chu Kang (North-West),2021,7,7,,,,,0
Choa Chu Kang (North-West),2021,7,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,9,5.6,3.0,4.6,5.6,0
Choa Chu Kang (North-West),2021,7,10,,,,,0
Choa Chu Kang (North-West),2021,7,11,16.0,11.0,11.4,11.4,1
Choa Chu Kang (North-West),2021,7,12,46.2,18.2,26.0,29.6,1
Choa Chu Kang (North-West),2021,7,13,,,,,0
Choa Chu Kang (North-West),2021,7,14,0.0,,,,0
Choa Chu Kang (North-West),2021,7,15,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,16,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,17,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,18,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,19,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,20,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,23,0.4,0.2,0.2,0.4,0
Choa Chu Kang (North-West),2021,7,24,0.0,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,7,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,27,4.6,4.6,4.6,4.6,1
Choa Chu Kang (North-West),2021,7,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,30,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,7,31,27.4,18.0,21.0,23.8,1
Choa Chu Kang (North-West),2021,8,1,76.4,37.8,52.6,76.0,1
Choa Chu Kang (North-West),2021,8,2,6.0,2.6,4.8,5.8,0
Choa Chu Kang (North-West),2021,8,3,17.2,14.8,17.0,17.0,1
Choa Chu Kang (North-West),2021,8,4,3.8,2.2,3.2,3.8,0
Choa Chu Kang (North-West),2021,8,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,7,1.0,0.8,1.0,1.0,0
Choa Chu Kang (North-West),2021,8,8,1.8,1.2,1.2,1.2,0
Choa Chu Kang (North-West),2021,8,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,10,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,11,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,12,13.4,11.8,12.2,12.2,1
Choa Chu Kang (North-West),2021,8,13,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,14,59.2,36.6,39.0,43.4,1
Choa Chu Kang (North-West),2021,8,15,6.0,3.2,3.2,3.6,0
Choa Chu Kang (North-West),2021,8,16,0.6,0.4,0.4,1.0,0
Choa Chu Kang (North-West),2021,8,17,2.6,1.2,2.0,2.6,0
Choa Chu Kang (North-West),2021,8,18,10.8,10.0,10.6,10.6,1
Choa Chu Kang (North-West),2021,8,19,19.8,3.4,5.6,8.8,0
Choa Chu Kang (North-West),2021,8,20,111.4,64.8,95.8,109.0,1
Choa Chu Kang (North-West),2021,8,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,22,1.8,1.0,1.2,1.4,0
Choa Chu Kang (North-West),2021,8,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,24,143.6,42.6,62.4,73.2,1
Choa Chu Kang (North-West),2021,8,25,19.4,19.2,19.4,19.4,1
Choa Chu Kang (North-West),2021,8,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,27,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,8,29,67.0,35.4,52.2,63.0,1
Choa Chu Kang (North-West),2021,8,30,88.6,45.8,62.2,66.6,1
Choa Chu Kang (North-West),2021,8,31,52.0,21.8,37.6,50.4,1
Choa Chu Kang (North-West),2021,9,1,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,9,2,42.4,16.4,22.8,34.8,1
Choa Chu Kang (North-West),2021,9,3,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,4,28.8,18.0,25.4,28.4,1
Choa Chu Kang (North-West),2021,9,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,6,55.4,48.8,54.6,55.4,1
Choa Chu Kang (North-West),2021,9,7,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,8,1.4,0.8,0.8,1.2,0
Choa Chu Kang (North-West),2021,9,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,10,24.4,14.4,20.2,23.0,1
Choa Chu Kang (North-West),2021,9,11,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,12,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,13,4.0,2.4,3.4,3.6,0
Choa Chu Kang (North-West),2021,9,14,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,15,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,16,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,17,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,18,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,19,71.8,20.8,33.8,34.8,1
Choa Chu Kang (North-West),2021,9,20,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,9,21,25.0,19.6,20.6,20.6,1
Choa Chu Kang (North-West),2021,9,22,22.0,14.8,20.8,21.8,1
Choa Chu Kang (North-West),2021,9,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,24,1.0,1.0,1.0,1.0,0
Choa Chu Kang (North-West),2021,9,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,9,26,6.2,5.2,5.2,6.0,1
Choa Chu Kang (North-West),2021,9,27,10.6,5.8,7.6,8.2,1
Choa Chu Kang (North-West),2021,9,28,1.4,0.8,1.0,1.4,0
Choa Chu Kang (North-West),2021,9,29,0.6,0.6,0.6,0.6,0
Choa Chu Kang (North-West),2021,9,30,19.0,7.0,10.0,12.8,1
Choa Chu Kang (North-West),2021,10,1,29.4,11.6,16.6,20.4,1
Choa Chu Kang (North-West),2021,10,2,2.6,2.0,2.0,2.6,0
Choa Chu Kang (North-West),2021,10,3,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,10,4,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,7,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,10,10.6,8.4,10.4,10.4,1
Choa Chu Kang (North-West),2021,10,11,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,12,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,13,,,,,0
Choa Chu Kang (North-West),2021,10,14,0.0,,,,0
Choa Chu Kang (North-West),2021,10,15,11.2,10.6,11.0,11.0,1
Choa Chu Kang (North-West),2021,10,16,,,,,0
Choa Chu Kang (North-West),2021,10,17,,,,,0
Choa Chu Kang (North-West),2021,10,18,4.8,4.4,4.8,4.8,1
Choa Chu Kang (North-West),2021,10,19,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,20,15.2,8.2,10.4,10.6,1
Choa Chu Kang (North-West),2021,10,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,22,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,10,23,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,10,24,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,27,10.8,5.4,9.0,10.8,1
Choa Chu Kang (North-West),2021,10,28,31.2,24.6,31.0,31.2,1
Choa Chu Kang (North-West),2021,10,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,10,30,0.6,0.6,0.6,0.6,0
Choa Chu Kang (North-West),2021,10,31,35.2,21.0,24.6,25.8,1
Choa Chu Kang (North-West),2021,11,1,10.6,9.0,9.6,10.6,1
Choa Chu Kang (North-West),2021,11,2,41.0,29.2,32.2,37.6,1
Choa Chu Kang (North-West),2021,11,3,12.8,9.4,12.0,12.2,1
Choa Chu Kang (North-West),2021,11,4,5.0,2.2,2.6,2.6,0
Choa Chu Kang (North-West),2021,11,5,3.8,0.8,1.4,2.0,0
Choa Chu Kang (North-West),2021,11,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,7,2.2,0.8,1.4,2.2,0
Choa Chu Kang (North-West),2021,11,8,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2021,11,9,13.8,7.8,9.2,12.8,1
Choa Chu Kang (North-West),2021,11,10,,,,,0
Choa Chu Kang (North-West),2021,11,11,,,,,0
Choa Chu Kang (North-West),2021,11,12,,,,,0
Choa Chu Kang (North-West),2021,11,13,,,,,0
Choa Chu Kang (North-West),2021,11,14,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,15,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,16,1.2,1.2,1.2,1.2,0
Choa Chu Kang (North-West),2021,11,17,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,18,20.8,12.0,17.4,18.0,1
Choa Chu Kang (North-West),2021,11,19,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,20,2.2,1.0,1.4,1.8,0
Choa Chu Kang (North-West),2021,11,21,0.4,0.4,0.4,0.4,0
Choa Chu Kang (North-West),2021,11,22,0.4,0.2,0.4,0.4,0
Choa Chu Kang (North-West),2021,11,23,15.8,14.0,14.4,14.8,1
Choa Chu Kang (North-West),2021,11,24,6.6,2.2,4.0,5.4,0
Choa Chu Kang (North-West),2021,11,25,0.4,0.4,0.4,0.4,0
Choa Chu Kang (North-West),2021,11,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,27,43.8,42.0,43.0,43.2,1
Choa Chu Kang (North-West),2021,11,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,11,30,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,1,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,2,2.6,0.8,1.4,1.6,0
Choa Chu Kang (North-West),2021,12,3,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,4,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,7,,,,,0
Choa Chu Kang (North-West),2021,12,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,10,,,,,0
Choa Chu Kang (North-West),2021,12,11,15.2,,,,0
Choa Chu Kang (North-West),2021,12,12,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,13,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,14,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,15,1.2,1.0,1.2,1.2,0
Choa Chu Kang (North-West),2021,12,16,1.0,1.0,1.0,1.0,0
Choa Chu Kang (North-West),2021,12,17,37.2,16.0,17.0,20.6,1
Choa Chu Kang (North-West),2021,12,18,11.4,10.0,10.4,10.4,1
Choa Chu Kang (North-West),2021,12,19,13.4,5.8,7.2,10.2,1
Choa Chu Kang (North-West),2021,12,20,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,24,27.2,18.6,23.4,25.4,1
Choa Chu Kang (North-West),2021,12,25,28.8,22.4,23.8,24.0,1
Choa Chu Kang (North-West),2021,12,26,1.0,0.4,0.4,0.6,0
Choa Chu Kang (North-West),2021,12,27,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2021,12,29,2.4,1.2,1.4,1.4,0
Choa Chu Kang (North-West),2021,12,30,40.0,19.4,19.6,19.8,1
Choa Chu Kang (North-West),2021,12,31,31.2,8.4,15.2,23.4,1
Choa Chu Kang (North-West),2022,1,1,24.8,14.0,18.8,22.8,1
Choa Chu Kang (North-West),2022,1,2,31.4,4.8,7.8,10.0,1
Choa Chu Kang (North-West),2022,1,3,1.2,0.8,1.0,1.0,0
Choa Chu Kang (North-West),2022,1,4,9.4,4.8,6.4,9.0,1
Choa Chu Kang (North-West),2022,1,5,9.4,9.4,9.4,9.4,1
Choa Chu Kang (North-West),2022,1,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,7,20.8,17.8,19.0,19.4,1
Choa Chu Kang (North-West),2022,1,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,9,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,10,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,11,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,12,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,13,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,14,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,15,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,16,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,17,1.0,1.0,1.0,1.0,0
Choa Chu Kang (North-West),2022,1,18,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,19,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,1,20,9.4,6.4,7.0,8.0,1
Choa Chu Kang (North-West),2022,1,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,24,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,27,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,1,30,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,1,31,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,1,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,2,5.0,4.6,5.0,5.0,1
Choa Chu Kang (North-West),2022,2,3,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,4,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,5,2.2,1.6,1.6,1.6,0
Choa Chu Kang (North-West),2022,2,6,31.6,18.2,20.0,24.6,1
Choa Chu Kang (North-West),2022,2,7,2.2,1.2,1.6,2.0,0
Choa Chu Kang (North-West),2022,2,8,1.0,0.4,0.4,0.4,0
Choa Chu Kang (North-West),2022,2,9,26.6,13.4,22.0,24.8,1
Choa Chu Kang (North-West),2022,2,10,14.6,3.2,3.8,4.2,0
Choa Chu Kang (North-West),2022,2,11,3.4,3.4,3.4,3.4,0
Choa Chu Kang (North-West),2022,2,12,22.4,14.8,18.0,22.0,1
Choa Chu Kang (North-West),2022,2,13,14.6,14.2,14.6,14.6,1
Choa Chu Kang (North-West),2022,2,14,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,2,15,2.8,2.6,2.8,2.8,0
Choa Chu Kang (North-West),2022,2,16,8.4,7.6,7.6,8.0,1
Choa Chu Kang (North-West),2022,2,17,1.0,1.0,1.0,1.0,0
Choa Chu Kang (North-West),2022,2,18,0.8,0.8,0.8,0.8,0
Choa Chu Kang (North-West),2022,2,19,1.8,1.8,1.8,1.8,0
Choa Chu Kang (North-West),2022,2,20,43.2,39.8,43.0,43.2,1
Choa Chu Kang (North-West),2022,2,21,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,23,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,24,17.4,4.8,7.0,11.4,1
Choa Chu Kang (North-West),2022,2,25,0.0,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,2,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,2,27,18.8,11.6,13.4,17.4,1
Choa Chu Kang (North-West),2022,2,28,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,1,3.6,2.2,2.2,2.2,0
Choa Chu Kang (North-West),2022,3,2,110.2,57.4,82.0,109.4,1
Choa Chu Kang (North-West),2022,3,3,8.2,5.8,5.8,6.8,1
Choa Chu Kang (North-West),2022,3,4,0.0,0.0,0.0,0.6,0
Choa Chu Kang (North-West),2022,3,5,1.4,1.4,1.4,1.4,0
Choa Chu Kang (North-West),2022,3,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,7,116.2,57.4,92.6,116.0,1
Choa Chu Kang (North-West),2022,3,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,9,12.0,7.8,10.0,11.8,1
Choa Chu Kang (North-West),2022,3,10,5.2,4.2,4.4,5.0,1
Choa Chu Kang (North-West),2022,3,11,2.2,1.8,1.8,2.0,0
Choa Chu Kang (North-West),2022,3,12,19.8,9.8,10.0,19.8,1
Choa Chu Kang (North-West),2022,3,13,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,14,1.8,1.4,1.6,1.6,0
Choa Chu Kang (North-West),2022,3,15,5.8,2.0,3.0,3.4,0
Choa Chu Kang (North-West),2022,3,16,0.6,0.6,0.6,0.6,0
Choa Chu Kang (North-West),2022,3,17,1.4,1.2,1.2,1.2,0
Choa Chu Kang (North-West),2022,3,18,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,19,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,20,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,21,4.0,1.8,3.0,3.4,0
Choa Chu Kang (North-West),2022,3,22,2.8,2.4,2.8,2.8,0
Choa Chu Kang (North-West),2022,3,23,13.4,12.8,13.0,13.4,1
Choa Chu Kang (North-West),2022,3,24,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,3,25,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,26,1.6,1.6,1.6,1.6,0
Choa Chu Kang (North-West),2022,3,27,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,3,28,2.6,2.4,2.6,2.6,0
Choa Chu Kang (North-West),2022,3,29,25.2,14.0,23.4,25.2,1
Choa Chu Kang (North-West),2022,3,30,1.4,1.4,1.4,1.4,0
Choa Chu Kang (North-West),2022,3,31,5.6,5.4,5.6,5.6,1
Choa Chu Kang (North-West),2022,4,1,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,2,0.2,0.2,0.2,0.2,0
Choa Chu Kang (North-West),2022,4,3,20.6,13.0,13.4,20.4,1
Choa Chu Kang (North-West),2022,4,4,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,6,1.4,0.6,0.8,1.4,0
Choa Chu Kang (North-West),2022,4,7,2.4,1.8,1.8,1.8,0
Choa Chu Kang (North-West),2022,4,8,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,9,2.8,2.8,2.8,2.8,0
Choa Chu Kang (North-West),2022,4,10,0.4,0.4,0.4,0.4,0
Choa Chu Kang (North-West),2022,4,11,18.4,17.2,18.2,18.2,1
Choa Chu Kang (North-West),2022,4,12,11.8,11.8,11.8,11.8,1
Choa Chu Kang (North-West),2022,4,13,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,14,5.4,3.6,5.2,5.4,0
Choa Chu Kang (North-West),2022,4,15,15.8,13.8,13.8,14.4,1
Choa Chu Kang (North-West),2022,4,16,4.4,4.4,4.4,4.4,1
Choa Chu Kang (North-West),2022,4,17,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,18,15.6,2.8,4.2,7.2,0
Choa Chu Kang (North-West),2022,4,19,4.8,4.2,4.4,4.4,1
Choa Chu Kang (North-West),2022,4,20,3.2,1.6,3.2,3.2,0
Choa Chu Kang (North-West),2022,4,21,10.0,4.8,5.0,7.4,1
Choa Chu Kang (North-West),2022,4,22,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,23,6.8,6.8,6.8,6.8,1
Choa Chu Kang (North-West),2022,4,24,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,25,18.4,9.8,12.0,12.2,1
Choa Chu Kang (North-West),2022,4,26,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,27,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,28,1.4,1.2,1.4,1.4,0
Choa Chu Kang (North-West),2022,4,29,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,4,30,13.4,13.4,13.4,13.4,1
Choa Chu Kang (North-West),2022,5,1,1.4,0.6,0.6,0.6,0
Choa Chu Kang (North-West),2022,5,2,3.0,2.4,2.6,2.8,0
Choa Chu Kang (North-West),2022,5,3,13.2,8.2,10.0,12.0,1
Choa Chu Kang (North-West),2022,5,4,28.0,11.0,16.8,19.0,1
Choa Chu Kang (North-West),2022,5,5,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,5,6,0.0,0.0,0.0,0.0,0
Choa Chu Kang (North-West),2022,5,7,16.4,7.2,7.8,9.4,1
Choa Chu Kang (North-West),2022,5,8,0.6,0.2,0.4,0.4,0
Choa Chu Kang (North-West),2022,5,9,0.0,0.0,0.0,0.0,0
